date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:51:36	42473/42473	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:36%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1447100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1447100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1447100.html?cgid=mens-pants-shorts)
17:51:37	42245/42245	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:37%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1459100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1459100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1459100.html?cgid=mens-pants-shorts)
17:51:38	42595/42595	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:37%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1466100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1466100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1466100.html?cgid=mens-pants-shorts)
17:51:42	42886/42886	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:39%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1406100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1406100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1406100.html?cgid=mens-pants-shorts)
17:51:43	42121/42121	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:42%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1417100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1417100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1417100.html?cgid=mens-pants-shorts)
17:51:43	42878/42878	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:43%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1414100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1414100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1414100.html?cgid=mens-pants-shorts)
17:51:44	41970/41970	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:44%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1418100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1418100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1418100.html?cgid=mens-pants-shorts)
17:51:45	42102/42102	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:45%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1434100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1434100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1434100.html?cgid=mens-pants-shorts)
17:51:46	43395/43395	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:46%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1441100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1441100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1441100.html?cgid=mens-pants-shorts)
17:51:47	42046/42046	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:47%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1458100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1458100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1458100.html?cgid=mens-pants-shorts)
17:51:48	42089/42089	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:48%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1465100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1465100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1465100.html?cgid=mens-pants-shorts)
17:51:52	42071/42071	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:49%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1401100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1401100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1401100.html?cgid=mens-pants-shorts)
17:51:52	42048/42048	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:52%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1407100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1407100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1407100.html?cgid=mens-pants-shorts)
17:51:53	42090/42090	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202017%2000:51:53%20GMT	http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1416100.html	sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1416100.html	(from http://sfdc-se01-inside-sfdc-dw.demandware.net/s/NTO/1416100.html?cgid=mens-pants-shorts)
